shopNo,distCode,totalTransactions,meanTransactions,medianTransactions,maxTransactions,stdTransactions,totalOtherShopTrans,meanUtilization,meanPortability,totalRice,totalWheat,meanRiceWheatRatio,meanTransactionToCardRatio,totalRcs,volatilityCoeff,portabilityLoad,seasonalPeakTransactions,seasonalMeanTransactions,seasonalStdTransactions,seasonalPeakToMean,latitude,longitude,distName,shopStatus,pca1,pca2,pca3,kmeans_cluster,dbscan_cluster,clusterZScore
3611015,933,3716,218.58823529411765,216.0,264,24.758985297083086,3554,1.6303970344356649,0.9562967855970217,69005.0,0.0,0.0,1.6303970344356649,134.05882352941177,0.11326769377029398,0.9564047362755651,264,218.58823529411765,24.75898529708308,1.2077502691065662,18.642445,79.552448,Peddapalli,Active,1.4042644865636769,-0.6900544896242177,-6.614095569540763,3,0,4.270899935410322
3803023,935,12131,713.5882352941177,715.0,767,31.482254572078798,12010,1.6289435127591592,0.9900148484653561,244583.0,6526.0,40.24412735269977,1.6289435127591592,438.05882352941177,0.04411823656131725,0.9900255543648504,767,713.5882352941177,31.48225457207881,1.0748495589811227,18.088051,78.851893,Siddipet,Active,5.090890098201147,-1.6492176870585726,-5.092977269796037,3,-1,4.261807904223364
3719001,934,8185,481.47058823529414,470.0,561,43.86216713618187,3803,1.6211130917013268,0.4612612713130564,167088.0,0.0,0.0,1.6211130917013268,297.0,0.09110040822420179,0.4646304215027489,561,481.47058823529414,43.862167136181874,1.1651802076970066,17.513994,78.232683,Sangareddy,Active,2.1636842198678226,-1.9428401782018518,-4.110440535890544,3,-1,4.212827257002489
3719041,934,13570,798.2352941176471,794.0,829,18.50854333735067,9778,1.6158609192664921,0.7202527200198258,287030.0,0.0,0.0,1.6158609192664921,494.0,0.023186826583269076,0.7205600589535741,829,798.2352941176471,18.508543337350684,1.0385408990420044,17.537962,78.261799,Sangareddy,Active,4.614040906410226,-2.6221625731377767,-3.9028572416866485,3,0,4.179974003866565
1585770,537,3393,199.58823529411765,204.0,247,28.855369568611955,3329,1.6095825426944972,0.9809475834752833,69343.0,6611.0,9.557791067874215,1.6095825426944972,124.0,0.14457450122794083,0.9811376363100501,247,199.58823529411765,28.85536956861195,1.2375478927203065,17.324283,78.605767,Ranga Reddy,Active,1.480299904368954,-0.25151222243721905,-6.603229060065935,3,0,4.140701665160706
3719038,934,9071,533.5882352941177,565.0,662,100.25471237274175,8939,1.6042422499409146,0.9856011707399243,193078.0,0.0,0.0,1.6042422499409146,332.6470588235294,0.18788778638921946,0.9854481314077831,662,533.5882352941177,100.25471237274175,1.2406570389152243,17.533162,78.263656,Sangareddy,Active,4.316232991527083,0.22855284302312384,-5.36866365057199,3,0,4.107297204086702
3719046,934,14090,828.8235294117648,843.0,897,54.92066470614413,10162,1.601730357049506,0.7203166585263511,293549.0,0.0,0.0,1.601730357049506,517.4705882352941,0.06626339957448191,0.7212207239176721,897,828.8235294117648,54.92066470614414,1.0822569198012775,17.534531,78.265891,Sangareddy,Active,5.1118463033450965,-1.9735520191057503,-3.6504073817953704,3,0,4.091584876657306
3727042,934,8747,514.5294117647059,509.0,634,35.57583036110826,8077,1.5979174278407016,0.9235515329951203,220428.0,0.0,0.0,1.5979174278407016,322.0,0.0691424621171648,0.9234023093632102,634,514.5294117647059,35.57583036110827,1.2321938950497313,17.681487,77.603673,Sangareddy,Active,3.5820758512338178,-1.0884948196500552,-5.258045212476848,3,0,4.0677343405143205
3302118,930,14300,841.1764705882352,872.0,940,97.75174889363723,7880,1.592868613997915,0.5538882332527452,207621.0,23651.0,7.748505316413738,1.592868613997915,528.1176470588235,0.11620837281061769,0.551048951048951,940,841.1764705882352,97.75174889363723,1.1174825174825176,17.494945,78.510238,Medchal,Active,5.18488408696025,-1.3819699529965104,-2.9596575766910256,3,-1,4.036153130782305
2357014,539,4874,286.70588235294116,293.0,365,43.88160876990832,4855,1.5844201914077831,0.9964195407288223,99787.0,0.0,0.0,1.5844201914077831,181.0,0.1530544417497828,0.9961017644645055,365,286.70588235294116,43.88160876990831,1.273081657775954,16.692683,78.921994,Nalgonda,Active,2.0754137249151516,-0.02125502717396834,-6.242504922076706,3,0,3.9833067763648495
3501033,932,8584,504.94117647058823,507.0,526,20.908941234060894,6379,1.5828877005347595,0.7429207153927823,176760.0,0.0,0.0,1.5828877005347595,319.0,0.04140866740203113,0.7431267474370923,526,504.94117647058823,20.908941234060894,1.0417054986020504,19.109351,77.958957,Nirmal,Active,2.688096076508191,-2.029790949770467,-4.818161467286569,3,-1,3.9737207791028375
2084116,534,13127,772.1764705882352,810.0,859,118.99014417910713,11270,1.577772183482536,0.8588635568526102,270097.0,0.0,0.0,1.577772183482536,489.4117647058824,0.154097086237893,0.8585358421573855,859,772.1764705882352,118.9901441791072,1.1124400091414641,18.429542,79.133651,Karimnagar,Active,5.607535225275458,-0.4723911392059986,-4.074404710786241,3,0,3.9417223291808248
3722022,934,14812,871.2941176470588,895.0,944,60.585440398129435,11758,1.566896445880575,0.7931128834055055,309243.0,0.0,0.0,1.566896445880575,556.0588235294117,0.06953500450771,0.7938158250067513,944,871.2941176470588,60.585440398129435,1.0834458547123953,17.505129,78.308563,Sangareddy,Active,5.5989029475046195,-1.6905616431160093,-3.567185715174967,3,0,3.8736926966982113
