shopNo,distCode,totalTransactions,meanTransactions,medianTransactions,maxTransactions,stdTransactions,totalOtherShopTrans,meanUtilization,meanPortability,totalRice,totalWheat,meanRiceWheatRatio,meanTransactionToCardRatio,totalRcs,volatilityCoeff,portabilityLoad,seasonalPeakTransactions,seasonalMeanTransactions,seasonalStdTransactions,seasonalPeakToMean,latitude,longitude,distName,shopStatus,pca1,pca2,pca3,kmeans_cluster,dbscan_cluster
2325010,539,6372,374.8235294117647,371.0,398,10.887121371818443,417,0.8044503804567653,0.06531459829454501,129875.0,0.0,0.0,0.8044503804567653,465.94117647058823,0.029045992360469796,0.06544256120527307,398,374.8235294117647,10.887121371818445,1.0618330194601382,17.10811,79.514404,Nalgonda,Active,-1.3157344374158908,-0.7497754395493915,0.5274035396062391,1,0
2325011,539,5761,338.88235294117646,337.0,361,14.949424541354327,610,0.7367974413408445,0.1060073108220887,108911.0,0.0,0.0,0.7367974413408445,459.94117647058823,0.04411390682225717,0.1058843950703003,361,338.88235294117646,14.949424541354336,1.065266446797431,17.105086,79.513245,Nalgonda,Active,-1.557011249077431,-0.27434948322367286,0.5731770689978598,1,0
2325012,539,6427,378.05882352941177,389.0,400,40.40493563327891,368,0.7927771922679542,0.057397971863201114,122750.0,0.0,0.0,0.7927771922679542,476.88235294117646,0.10687473249817045,0.057258440952232766,400,378.05882352941177,40.4049356332789,1.0580364088999532,17.11112,79.528812,Nalgonda,Active,-1.1124881975640477,-0.06037004898701493,0.6596459154621581,1,0
2325013,539,8591,505.3529411764706,518.0,566,43.90179548787072,2675,0.9037443878932406,0.31779628880333005,163609.0,0.0,0.0,0.9037443878932406,559.1764705882352,0.08687353315025052,0.3113723664299849,566,505.3529411764706,43.90179548787067,1.1200093120707717,17.090876,79.576477,Nalgonda,Active,0.541342255904033,-0.018931662792929065,-0.11917794500811622,3,0
2325014,539,7592,446.5882352941176,438.0,500,23.417565051498748,1706,0.8223517144914514,0.22165950578533145,144111.0,0.0,0.0,0.8223517144914514,543.0588235294117,0.052436591922481395,0.22471022128556375,500,446.5882352941176,23.41756505149877,1.119599578503688,17.093946,79.575901,Nalgonda,Active,-0.37112959706345455,-0.21702088897359997,0.29344942319810596,1,0
2325015,539,7789,458.1764705882353,466.0,494,33.8382832272074,471,0.7461401975583274,0.0610678681469242,148135.0,0.0,0.0,0.7461401975583274,614.0588235294117,0.07385425791019717,0.06046989343946591,494,458.1764705882353,33.838283227207384,1.0781871870586726,17.151723,79.45088,Nalgonda,Active,-0.7158940901880525,-0.18550849352121582,1.2895432016886226,1,0
2325016,539,6528,384.0,383.0,403,10.764525070805481,279,0.658531011472188,0.04272961918727266,116692.0,0.0,0.0,0.658531011472188,583.1176470588235,0.028032617371889276,0.042738970588235295,403,384.0,10.764525070805497,1.0494791666666667,17.213171,79.511402,Nalgonda,Active,-1.5807420074846301,-0.34193992020775016,1.4074408509471998,1,0
2325017,539,5295,311.47058823529414,312.0,331,11.220058194249841,111,0.6525931179382163,0.020944971642567305,98294.0,0.0,0.0,0.6525931179382163,477.29411764705884,0.036022849726581166,0.020963172804532578,331,311.47058823529414,11.220058194249837,1.0627006610009442,17.218497,79.510818,Nalgonda,Active,-2.0833007665154617,-0.20872407185102726,1.142750465060108,1,0
2325018,539,5865,345.0,346.0,359,8.47791247890658,556,0.9394341048331317,0.09468085288399003,110645.0,0.0,0.0,0.9394341048331317,367.2352941176471,0.024573659359149506,0.09479965899403239,359,345.0,8.477912478906585,1.0405797101449274,17.153932,79.538854,Nalgonda,Active,-1.251072108927112,-1.18600788601826,-0.40589081153327033,1,0
2325019,539,6078,357.52941176470586,323.0,495,63.830946302576095,2519,0.6834772455827456,0.4039320312860973,115449.0,0.0,0.0,0.6834772455827456,523.1176470588235,0.17853341348203253,0.4144455412964791,495,357.52941176470586,63.83094630257607,1.384501480750247,17.151688,79.450813,Nalgonda,Active,-0.3450259910230468,2.3117251390214593,0.16226928348295352,2,0
2325020,539,5972,351.29411764705884,344.0,432,24.173241161153666,1209,0.8095445732491015,0.2003398994140458,106694.0,0.0,0.0,0.8095445732491015,433.94117647058823,0.06881197249491164,0.2024447421299397,432,351.29411764705884,24.17324116115367,1.2297387809778968,17.128442,79.556165,Nalgonda,Active,-1.0276697140591895,0.2292252497498469,0.011223764410925381,1,0
2325021,539,6271,368.88235294117646,368.0,477,30.532528459294817,444,0.759821016353595,0.06682139572410549,117296.0,0.0,0.0,0.759821016353595,485.47058823529414,0.08277036896954423,0.07080210492744379,477,368.88235294117646,30.532528459294813,1.2930952001275713,17.108592,79.528286,Nalgonda,Active,-1.1878750670268594,0.37544033515260106,0.8141892570808703,1,0
2332006,539,6466,380.3529411764706,407.0,466,68.23208663861031,3472,0.8004943197274506,0.5266204166287759,121180.0,0.0,0.0,0.8004943197274506,475.1764705882353,0.17939150523606173,0.5369625734611816,466,380.3529411764706,68.2320866386103,1.225177853386947,17.060648,79.57033,Nalgonda,Active,0.30571188630264334,1.816076576063686,-0.7502398537005123,3,0
2332007,539,6590,387.6470588235294,393.0,408,17.10607047392309,1171,0.8300793550825042,0.17722309288781465,118437.0,0.0,0.0,0.8300793550825042,467.0,0.044127951146690825,0.17769347496206372,408,387.6470588235294,17.106070473923094,1.0525037936267072,17.05738,79.572839,Nalgonda,Active,-0.9332479764415341,-0.5057647287169934,0.08633632662620722,1,0
2332008,539,4955,291.47058823529414,296.0,310,12.728499749866556,265,0.7211366605658975,0.05295757266017272,93260.0,0.0,0.0,0.7211366605658975,404.1764705882353,0.0436699285061012,0.05348133198789102,310,291.47058823529414,12.728499749866543,1.0635721493440968,17.042286,79.575551,Nalgonda,Active,-2.013306819365623,-0.2958256727366405,0.5829341361318159,1,0
2332009,539,1014,59.64705882352941,60.0,67,5.384482060405026,155,0.8067709127338458,0.15851982831209074,18108.0,0.0,0.0,0.8067709127338458,73.94117647058823,0.09027238168331897,0.15285996055226825,67,59.64705882352941,5.384482060405023,1.1232741617357003,17.06647,79.554014,Nalgonda,Active,-3.171274145079389,0.2084436063305507,-1.264128743225071,1,0
2332013,539,7634,449.05882352941177,453.0,470,15.142946329212554,335,0.7646884175889503,0.04371753440504803,146244.0,0.0,0.0,0.7646884175889503,587.2352941176471,0.03372152051304866,0.04388263033796175,470,449.05882352941177,15.14294632921254,1.0466334817919831,17.015512,79.550954,Nalgonda,Active,-0.9510790240435957,-0.7142445863485981,1.1570636028421892,1,0
2332014,539,3532,207.76470588235293,208.0,225,8.919987470315652,222,0.7497318868543497,0.062626960040679,67586.0,0.0,0.0,0.7497318868543497,277.11764705882354,0.04293312202586809,0.06285390713476784,225,207.76470588235293,8.919987470315641,1.0829558323895812,17.010372,79.538772,Nalgonda,Active,-2.502086409738204,-0.2680466166288354,-0.005178646854366594,1,0
2332015,539,9643,567.2352941176471,557.0,716,56.92267717237646,3448,0.9808382842593197,0.354036209349409,181048.0,0.0,0.0,0.9808382842593197,578.2941176470588,0.10035108492485739,0.357565073110028,716,567.2352941176471,56.92267717237646,1.262262781292129,16.863499,79.560971,Nalgonda,Active,1.33164739348244,0.23718970197529538,-0.32363969282835264,3,0
2332016,539,3829,225.23529411764707,214.0,403,64.41421563964424,2771,0.4452848865449205,0.7344406439474986,74718.0,0.0,0.0,0.4452848865449205,505.8235294117647,0.28598633216869995,0.7236876469051972,403,225.23529411764707,64.41421563964424,1.7892400104465918,17.018211,79.580836,Nalgonda,Active,-0.8270925440568441,5.303932711689547,-0.05779481106838302,2,0
2332017,539,4157,244.52941176470588,243.0,274,15.5004743760426,169,0.8066789514052659,0.04047958858668845,76476.0,0.0,0.0,0.8066789514052659,303.11764705882354,0.06338899792945013,0.0406543180178013,274,244.52941176470588,15.500474376042597,1.1205196054847246,16.985572,79.59191,Nalgonda,Active,-2.1561762644141127,-0.2885821388363355,-0.024684735122048673,1,0
2332018,539,7995,470.29411764705884,472.0,510,25.997030373396385,295,0.747116384424604,0.03690387207934124,142498.0,0.0,0.0,0.747116384424604,629.4705882352941,0.055278238442493875,0.03689806128830519,510,470.29411764705884,25.997030373396385,1.0844277673545966,16.977717,79.553094,Nalgonda,Active,-0.7907100383559857,-0.39310321363966244,1.3906637414275975,1,0
2332019,539,6264,368.47058823529414,366.0,410,25.9497534840382,1376,0.8842870556681683,0.21920892800914965,112522.0,0.0,0.0,0.8842870556681683,416.6470588235294,0.07042557618592743,0.21966794380587484,410,368.47058823529414,25.9497534840382,1.1127075351213283,16.922166,79.542967,Nalgonda,Active,-0.7787007866323636,-0.23060272898763187,-0.3812255335943402,1,0
2332020,539,7656,450.3529411764706,457.0,489,31.624636710305833,3885,0.9006176340982419,0.5070673402837497,135489.0,0.0,0.0,0.9006176340982419,500.0,0.07022189447168223,0.5074451410658307,489,450.3529411764706,31.62463671030584,1.0858150470219434,16.916577,79.544026,Nalgonda,Active,0.4840406212999173,0.17317075295858889,-1.0100583430116867,3,0
2332021,539,3404,200.23529411764707,203.0,228,15.28287199680048,122,0.6838299981689993,0.03582397405058876,61499.0,0.0,0.0,0.6838299981689993,292.94117647058823,0.07632456637650063,0.035840188014101056,228,200.23529411764707,15.282871996800479,1.1386603995299647,16.899518,79.533791,Nalgonda,Active,-2.6671693862089656,0.26596910729350703,0.3781971172154825,1,0
2332022,539,7845,461.47058823529414,460.0,536,45.40115313383959,3350,0.7257347937716936,0.4264456003133086,136172.0,0.0,0.0,0.7257347937716936,635.7647058823529,0.09838363330468745,0.4270235818992989,536,461.47058823529414,45.4011531338396,1.161504142766093,16.926674,79.530305,Nalgonda,Active,0.2351317065462303,1.0190296923829611,0.2817492682008976,3,0
2332023,539,9524,560.2352941176471,552.0,605,25.385845986899646,3671,0.7582607661307899,0.38534660138336924,166921.0,0.0,0.0,0.7582607661307899,738.8823529411765,0.045312828830039266,0.3854472910541789,605,560.2352941176471,25.385845986899632,1.0799034019319613,16.927857,79.530153,Nalgonda,Active,0.6405633649151368,0.09236334134294874,0.6290346821797441,3,0
2332024,539,4689,275.8235294117647,279.0,301,19.603045981803575,229,0.7761309606752151,0.04861735710850588,86371.0,0.0,0.0,0.7761309606752151,355.3529411764706,0.07107097071671162,0.048837705267647684,301,275.8235294117647,19.603045981803596,1.091277457880145,16.94096,79.500937,Nalgonda,Active,-1.9701957146328797,-0.19711247917029373,0.25157378395998836,1,0
2332025,539,3343,196.64705882352942,193.0,229,15.901812697262649,309,0.7925654648956356,0.08829905300259669,57698.0,0.0,0.0,0.7925654648956356,248.11764705882354,0.08086473701868532,0.09243194735267724,229,196.64705882352942,15.901812697262645,1.1645228836374513,16.943246,79.531581,Nalgonda,Active,-2.3795093769093953,0.10653888099772389,-0.33503892637783456,1,0
2332031,539,4956,291.52941176470586,303.0,352,54.6695958086609,2718,0.6481849576104783,0.5478863193303083,86714.0,0.0,0.0,0.6481849576104783,449.70588235294116,0.18752686213624606,0.5484261501210653,352,291.52941176470586,54.66959580866089,1.2074253430185635,16.916612,79.543975,Nalgonda,Active,-0.6872133585708211,2.3467122113398813,-0.46667211324807456,2,0
2333002,539,7240,425.88235294117646,422.0,501,40.01075223133962,1140,0.8361802798064312,0.14983017626046496,138779.0,0.0,0.0,0.8361802798064312,509.3529411764706,0.0939478988857422,0.1574585635359116,501,425.88235294117646,40.01075223133953,1.1763812154696134,17.024192,79.340034,Nalgonda,Active,-0.47685902540135894,0.11203153905993529,0.3917317320969071,1,0
2333003,539,3272,192.47058823529412,195.0,246,18.0281642404975,773,0.9245954944135876,0.23232918896371135,62287.0,0.0,0.0,0.9245954944135876,208.1764705882353,0.09366711249647235,0.2362469437652812,246,192.47058823529412,18.028164240497517,1.278117359413203,17.02418,79.340037,Nalgonda,Active,-1.7772311454705734,0.27422132625466655,-1.3616561487134775,1,0
2333004,539,6003,353.11764705882354,373.0,402,46.97457071775799,1165,0.8597000568659469,0.19077145180026323,120493.0,0.0,0.0,0.8597000568659469,410.6470588235294,0.13302810298215656,0.1940696318507413,402,353.11764705882354,46.974570717758,1.1384307846076962,17.05758,79.333458,Nalgonda,Active,-0.7327026323978885,0.37087134576305136,-0.16981081109736446,1,0
2333008,539,5978,351.6470588235294,352.0,364,5.4993315101768045,312,0.7950590664763582,0.052121478334780286,120801.0,0.0,0.0,0.7950590664763582,442.29411764705884,0.015638781477585427,0.05219136835061894,364,351.6470588235294,5.499331510176798,1.035128805620609,17.07428,79.367628,Nalgonda,Active,-1.560262429574031,-0.8936389213254059,0.4908594431079499,1,0
2333009,539,10068,592.2352941176471,594.0,630,22.91977697253157,506,0.7221527127465637,0.050210659889113565,179882.0,0.0,0.0,0.7221527127465637,820.1176470588235,0.03870045774066713,0.05025824394119984,630,592.2352941176471,22.91977697253158,1.0637663885578068,17.080716,79.374825,Nalgonda,Active,-0.05193216263975123,-0.5865091187716925,2.0854108303770267,1,0
2333010,539,2713,159.58823529411765,158.0,176,8.381965935338586,191,0.6906935187868251,0.06992783662016469,47844.0,0.0,0.0,0.6906935187868251,231.05882352941177,0.052522455179047536,0.07040176925912274,176,159.58823529411765,8.381965935338588,1.1028381865093992,17.05383,79.388012,Nalgonda,Active,-2.924407752402486,0.09206765365296044,0.010411349170198737,1,0
2333011,539,5831,343.0,338.0,380,19.96559540810141,2016,0.8081041640975047,0.3454506922436451,106618.0,0.0,0.0,0.8081041640975047,424.47058823529414,0.058208732968225686,0.3457382953181273,380,343.0,19.96559540810142,1.1078717201166182,17.061229,79.424213,Nalgonda,Active,-0.8383554140772251,0.16297893456604062,-0.5100943121725156,1,0
2333012,539,4262,250.7058823529412,256.0,285,24.961882706144063,391,0.49613895645619926,0.0926981868019081,79294.0,0.0,0.0,0.49613895645619926,505.29411764705884,0.09956640215965487,0.09174096668230877,285,250.7058823529412,24.961882706144063,1.1367902393242608,17.075363,79.462095,Nalgonda,Active,-2.4068041684669237,1.1356113360727955,1.5138860063062594,1,0
2333013,539,7098,417.52941176470586,417.0,466,27.365849262947297,1261,0.8935148515908378,0.1765122143246129,140166.0,0.0,0.0,0.8935148515908378,467.29411764705884,0.0655423270597498,0.17765567765567766,466,417.52941176470586,27.3658492629473,1.1160890391659624,17.073779,79.46433,Nalgonda,Active,-0.49409070307130815,-0.4186665085652359,-0.0477379639593282,1,0
2333014,539,4626,272.11764705882354,263.0,331,27.615399582798865,530,0.714219546086151,0.11165358750995202,85076.0,0.0,0.0,0.714219546086151,381.0,0.10148331018322107,0.11456982274102896,331,272.11764705882354,27.61539958279882,1.2163856463467357,17.066492,79.487082,Nalgonda,Active,-1.8709419665147196,0.6423657749861759,0.388107760485478,1,0
2333015,539,3774,222.0,221.0,243,11.81101181101771,212,0.7136966337363537,0.05621573970380395,66548.0,0.0,0.0,0.7136966337363537,311.05882352941177,0.053202755905485184,0.05617382087970323,243,222.0,11.81101181101772,1.0945945945945945,17.081123,79.5032,Nalgonda,Active,-2.4837699931229364,-0.06692618452893909,0.25811163552841426,1,0
2333016,539,8211,483.0,482.0,574,26.521217920751685,495,0.7794810762215495,0.058283467082660086,153229.0,0.0,0.0,0.7794810762215495,619.6470588235294,0.054909353873191895,0.06028498355864085,574,483.0,26.521217920751667,1.1884057971014492,17.034991,79.45027,Nalgonda,Active,-0.5281311765841725,-0.25254038781537685,1.255594052550517,1,0
2333017,539,8555,503.2352941176471,518.0,823,119.03598689669687,2995,0.5850785622834629,0.34604001726112904,158214.0,0.0,0.0,0.5850785622834629,859.2941176470588,0.23654141171757415,0.3500876680303916,823,503.2352941176471,119.03598689669687,1.6354178842782,17.018466,79.413483,Nalgonda,Active,1.1054698971921255,3.6587140319446125,1.948119349101306,2,0
2333018,539,9216,542.1176470588235,554.0,682,73.10513179057709,5034,0.7854854953950449,0.5431383265656815,184190.0,0.0,0.0,0.7854854953950449,690.9411764705883,0.13485104605466694,0.5462239583333334,682,542.1176470588235,73.1051317905771,1.2580295138888888,17.017102,79.412011,Nalgonda,Active,1.534008750638235,1.5802541556925112,0.07745180817849734,3,0
2333019,539,7770,457.05882352941177,455.0,591,83.40598793569568,2084,0.8203861163752313,0.2597121380546208,139183.0,0.0,0.0,0.8203861163752313,557.1176470588235,0.18248414348865205,0.2682110682110682,591,457.05882352941177,83.40598793569568,1.293050193050193,17.003186,79.428784,Nalgonda,Active,0.3327389613028594,1.4535250772935449,0.3617861774049619,3,0
2333020,539,5255,309.11764705882354,308.0,349,20.63335392314219,1078,0.9700704047174872,0.20231723681649244,100109.0,0.0,0.0,0.9700704047174872,318.6470588235294,0.06674919442310509,0.20513796384395813,349,309.11764705882354,20.63335392314218,1.1290199809705042,17.028837,79.38638,Nalgonda,Active,-1.0402301870250596,-0.5123728190691496,-1.004704938673892,1,0
2333021,539,4223,248.41176470588235,270.0,318,46.92821489190886,563,0.5650883645029766,0.13540069726264836,80015.0,0.0,0.0,0.5650883645029766,439.52941176470586,0.18891301282558623,0.1333175467677007,318,248.41176470588235,46.92821489190887,1.2801326071513142,17.023289,79.371505,Nalgonda,Active,-1.9970647207150862,1.966445162770894,1.0554439698617608,1,0
2333022,539,10359,609.3529411764706,688.0,804,143.36838091803514,1128,0.6501886132934449,0.09482739639448766,208122.0,0.0,0.0,0.6501886132934449,936.7058823529412,0.2352797061112653,0.10889081957717926,804,609.3529411764706,143.36838091803514,1.3194323776426296,17.00124,79.382282,Nalgonda,Active,1.4096110754484887,2.3233406230893525,2.8495670915102536,3,0
2333023,539,5451,320.6470588235294,318.0,342,14.768806554993652,839,0.8972397119699447,0.15326352299394472,104315.0,0.0,0.0,0.8972397119699447,357.4117647058824,0.046059385697100004,0.15391671252981104,342,320.6470588235294,14.76880655499365,1.0665932856356632,16.990764,79.356625,Nalgonda,Active,-1.2874181362531356,-0.678995951511367,-0.47338074057694773,1,0
2333031,539,4629,272.29411764705884,272.0,307,14.759593091792674,1651,0.7033804295118339,0.35627139432073424,94861.0,0.0,0.0,0.7033804295118339,387.11764705882354,0.05420459765834423,0.35666450637286673,307,272.29411764705884,14.75959309179268,1.1274573341974508,17.061991,79.425333,Nalgonda,Active,-1.4627880617546234,0.5705028533812563,-0.31958511525688305,1,0
2334001,539,5554,326.70588235294116,324.0,348,10.83838494588996,577,0.7433797937086195,0.10389567880358863,110476.0,0.0,0.0,0.7433797937086195,439.47058823529414,0.033174746863545074,0.10388908894490458,348,326.70588235294116,10.838384945889958,1.065178249909975,16.990712,79.308814,Nalgonda,Active,-1.644705991483671,-0.38569366933962723,0.48927015177160116,1,0
2334002,539,3474,204.35294117647058,204.0,220,5.337850415553393,124,0.7393654035588733,0.03556691016123035,64390.0,0.0,0.0,0.7393654035588733,276.4117647058824,0.026120741814740268,0.035693724812895795,220,204.35294117647058,5.337850415553393,1.0765687967760507,17.000856,79.316393,Nalgonda,Active,-2.6375895202221398,-0.41513533514423995,0.10098036034592475,1,0
2334003,539,2369,139.35294117647058,142.0,158,14.115333756550838,100,0.6630370458042372,0.04165721417456945,46013.0,0.0,0.0,0.6630370458042372,210.1764705882353,0.10129196870467043,0.04221190375685943,158,139.35294117647058,14.11533375655084,1.1338117349092445,16.991798,79.292818,Nalgonda,Active,-3.0862528635249507,0.5298557017094596,0.14513266545011375,1,0
2334004,539,3815,224.41176470588235,223.0,245,9.04888683436678,275,0.7047674279804608,0.07203602842238771,69053.0,0.0,0.0,0.7047674279804608,318.4117647058824,0.040322693626273984,0.07208387942332896,245,224.41176470588235,9.048886834366776,1.0917431192660552,17.009686,79.289431,Nalgonda,Active,-2.4700056896285933,-0.11177034689752047,0.26568439352567697,1,0
2334005,539,7818,459.88235294117646,459.0,498,20.61517145496605,296,0.6963945802940223,0.03776420428138731,149220.0,0.0,0.0,0.6963945802940223,660.3529411764706,0.04482705483939919,0.03786134561268867,498,459.88235294117646,20.615171454966056,1.0828856485034535,16.964793,79.320299,Nalgonda,Active,-0.9316873359665965,-0.3263006259152909,1.6360914238299566,1,0
2334006,539,5636,331.52941176470586,328.0,370,13.86144674564502,416,0.6888187835900254,0.07342683874541563,107419.0,0.0,0.0,0.6888187835900254,481.29411764705884,0.0418106094173111,0.07381121362668559,370,331.52941176470586,13.861446745645011,1.1160397444996453,16.99188,79.273214,Nalgonda,Active,-1.7366035107353481,-0.0830093824160043,0.9099185094153325,1,0
2334007,539,6234,366.70588235294116,369.0,390,13.508167463993553,682,0.8608184211142963,0.10918246752470485,123764.0,0.0,0.0,0.8608184211142963,426.05882352941177,0.036836516985545464,0.10940006416426051,390,366.70588235294116,13.50816746399356,1.0635226179018287,17.029267,79.204453,Nalgonda,Active,-1.1545486787574206,-0.771787452708014,0.06450445065944851,1,0
2334008,539,5646,332.11764705882354,331.0,356,16.178235197871462,806,0.7192073842085229,0.1428648145978504,118038.0,0.0,0.0,0.7192073842085229,461.7647058823529,0.048712362444883965,0.14275593340417994,356,332.11764705882354,16.178235197871455,1.0719093163301452,17.028624,79.233449,Nalgonda,Active,-1.4959936777676468,-0.09883206388625089,0.5434007660594244,1,0
2334011,539,7809,459.3529411764706,461.0,480,10.31346920579218,440,0.8012536814214808,0.056294141993554175,156876.0,0.0,0.0,0.8012536814214808,573.2941176470588,0.02245216756287195,0.05634524266871559,480,459.3529411764706,10.313469205792176,1.0449481367652709,17.065053,79.214633,Nalgonda,Active,-0.8206958199549427,-0.9347862342646582,0.9708850829939812,1,0
2334012,539,6533,384.29411764705884,385.0,395,6.449464182030493,411,0.8540975588453644,0.06293358829858098,128271.0,0.0,0.0,0.8540975588453644,449.94117647058823,0.016782625301472277,0.06291137302923619,395,384.29411764705884,6.449464182030481,1.0278585642124598,17.094878,79.204708,Nalgonda,Active,-1.2404084866843035,-1.1040176461455327,0.2993543321597865,1,0
2334013,539,6400,376.47058823529414,371.0,490,58.62712431871746,3342,0.695462885851056,0.5211381032944307,119548.0,0.0,0.0,0.695462885851056,541.2941176470588,0.15572829897159324,0.5221875,490,376.47058823529414,58.627124318717456,1.3015625,17.107986,79.174098,Nalgonda,Active,0.012419682883637241,2.1120417306696604,-0.17725911174333403,3,0
2334014,539,7908,465.1764705882353,481.0,545,62.21257438625013,4018,0.7984988854834215,0.5079540773870762,162415.0,0.0,0.0,0.7984988854834215,582.5882352941177,0.13373972743629897,0.5080930703085483,545,465.1764705882353,62.21257438625014,1.1715983813859383,17.108025,79.174048,Nalgonda,Active,0.7957622426350172,1.2609612526113516,-0.281941853665655,3,0
2334015,539,6812,400.70588235294116,381.0,513,48.415860915977646,945,0.7701610691259786,0.12831184064677137,135477.0,0.0,0.0,0.7701610691259786,520.2941176470588,0.12082642917962713,0.13872577803875513,513,400.70588235294116,48.41586091597767,1.2802407516147976,17.073858,79.186109,Nalgonda,Active,-0.675930517641502,0.7620241993591018,0.7332487125654782,1,0
2334016,539,4547,267.47058823529414,254.0,485,60.45464999387849,2331,0.546351188860495,0.5111857000814355,88018.0,0.0,0.0,0.546351188860495,489.5882352941176,0.22602354297249488,0.512645700461843,485,267.47058823529414,60.45464999387848,1.8132834836155705,17.078063,79.140909,Nalgonda,Active,-0.8308823986546581,4.202536038005494,0.2715840244220472,2,0
2334017,539,7779,457.5882352941176,474.0,503,62.5540354648777,4296,0.9309302132059022,0.552396932471312,145500.0,0.0,0.0,0.9309302132059022,491.52941176470586,0.13670376692414463,0.5522560740455071,503,457.5882352941176,62.5540354648777,1.0992415477567812,17.077511,79.140283,Nalgonda,Active,0.9745387350373084,0.7976433002627223,-1.2121460832588566,3,0
2334018,539,4676,275.05882352941177,275.0,287,5.973593853737628,203,0.7318465031297798,0.043352428315081445,90808.0,0.0,0.0,0.7318465031297798,375.88235294117646,0.021717514010594456,0.04341317365269461,287,275.05882352941177,5.973593853737607,1.0434131736526946,17.052355,79.208049,Nalgonda,Active,-2.1787366291231614,-0.5522892702156866,0.4641013537498424,1,0
2334019,539,3866,227.41176470588235,228.0,237,7.8187181136792825,30,0.759974521945604,0.00783247132569566,73914.0,0.0,0.0,0.759974521945604,299.2352941176471,0.0343813264181448,0.007759958613554061,237,227.41176470588235,7.818718113679278,1.0421624418003104,17.035814,79.176684,Nalgonda,Active,-2.492469998570842,-0.5731433936758127,0.19641967164698917,1,0
2334020,539,3033,178.41176470588235,179.0,194,8.711047752203891,138,0.6886904033962857,0.04531732671786,57283.0,0.0,0.0,0.6886904033962857,259.05882352941177,0.04882552317423876,0.04549950544015826,194,178.41176470588235,8.711047752203891,1.0873722387075504,17.053047,79.16442,Nalgonda,Active,-2.842309658575047,-0.02489991080798467,0.19584625931756514,1,0
2334021,539,8395,493.8235294117647,499.0,539,22.721782759385448,2244,0.74244987540294,0.26680383974881255,165827.0,0.0,0.0,0.74244987540294,665.0588235294117,0.04601194841090561,0.26730196545562834,539,493.8235294117647,22.721782759385455,1.0914830256104824,17.03502,79.133884,Nalgonda,Active,-0.050510070631975046,-0.033741912816973765,0.8303491222819976,1,0
2334022,539,8982,528.3529411764706,530.0,560,24.74101143968904,2685,0.8443769860996042,0.29890569950180285,177655.0,0.0,0.0,0.8443769860996042,625.8235294117648,0.046826674958217955,0.2989311957247829,560,528.3529411764706,24.741011439689036,1.059897572923625,17.035232,79.133067,Nalgonda,Active,0.3886506178829447,-0.3908343097494613,0.30492757967791834,3,0
2334023,539,8379,492.88235294117646,488.0,545,21.70507530780871,584,0.7599431959491051,0.06933848478499541,167247.0,0.0,0.0,0.7599431959491051,648.5294117647059,0.04403703069969544,0.06969805466046068,545,492.88235294117646,21.70507530780872,1.1057405418307673,17.119508,79.282523,Nalgonda,Active,-0.5216081817286432,-0.4646218074991952,1.3560562944023422,1,0
2334024,539,9279,545.8235294117648,544.0,583,19.862764454242182,833,0.6408448171613008,0.08973144701205456,177253.0,0.0,0.0,0.6408448171613008,851.7058823529412,0.036390451096251435,0.08977260480655243,583,545.8235294117648,19.862764454242154,1.0681107878004095,17.092947,79.328612,Nalgonda,Active,-0.31030124015767035,-0.2247917247954237,2.251408207269442,1,0
2334030,539,8850,520.5882352941177,523.0,536,9.110837115280713,496,0.8461616791403114,0.056005881130359175,167925.0,0.0,0.0,0.8461616791403114,615.2352941176471,0.017501043046301932,0.056045197740113,536,520.5882352941177,9.11083711528069,1.0296045197740111,17.126418,79.212804,Nalgonda,Active,-0.42237312940423666,-1.2172289099851632,0.9904707414961259,1,0
2334031,539,2556,150.35294117647058,150.0,160,5.442209758804184,122,0.6889388038875356,0.04767064924094031,50252.0,0.0,0.0,0.6889388038875356,218.23529411764707,0.036196230790168676,0.04773082942097027,160,150.35294117647058,5.4422097588041884,1.0641627543035994,17.071272,79.201389,Nalgonda,Active,-3.046250921043531,-0.13700014321847834,0.037742706967838144,1,0
2334033,539,8520,501.1764705882353,502.0,522,13.173056280328638,611,0.7859736487187468,0.0716771566249616,165708.0,0.0,0.0,0.7859736487187468,637.6470588235294,0.026284267226007844,0.07171361502347418,522,501.1764705882353,13.173056280328657,1.041549295774648,17.102175,79.356727,Nalgonda,Active,-0.5397666141932904,-0.8603855987134523,1.199251058896318,1,0
2334034,539,5129,301.70588235294116,303.0,321,13.751203155916722,415,0.7197853159746179,0.08074295809909134,96614.0,0.0,0.0,0.7197853159746179,419.1764705882353,0.045578173844917975,0.08091245856892182,321,301.70588235294116,13.75120315591673,1.063950087736401,17.125971,79.367531,Nalgonda,Active,-1.8858127383644185,-0.22930065185943344,0.5553873358900049,1,0
2334035,539,5303,311.94117647058823,309.0,335,11.294194239936365,526,0.7887548523822633,0.09897183597590228,103229.0,0.0,0.0,0.7887548523822633,395.47058823529414,0.036206166712977224,0.09918913822364699,335,311.94117647058823,11.294194239936369,1.0739204224024137,17.067608,79.334104,Nalgonda,Active,-1.6748702594749136,-0.48560169475472165,0.19728787323009758,1,0
